"","sorted_reads_SRR14114310.bam"
"100628573",0
"100628574",0
"100628575",0
"100628576",0
"100628577",0
"100628578",1
"100628580",0
"100628581",0
"100628582",0
"100628583",0
"100628586",0
"100628589",0
"100628590",0
"100628591",1
"100628592",0
"100628593",0
"100628594",0
"100628595",0
"100628596",0
"100628597",0
"100628598",0
"100628599",0
"100628600",0
"100628601",0
"100628602",0
"100628603",0
"100628604",0
"100628605",0
"100628606",0
"100628607",0
"100628608",0
"100628609",0
"100628610",0
"100628611",0
"100628612",0
"100628613",0
"100628614",0
"100628615",0
"100628616",0
"100628618",0
"100628619",0
"100628620",0
"100628621",0
"100628622",0
"100628623",0
"100628624",1
"100628625",1
"100628627",0
"100628628",0
"100628629",3
"100628630",0
"100637",585
"100642166",18
"100647",0
"100653389",9
"100678",324
"100683",5011
"100689",2
"100689703",147
"100702",71
"100705",180
"100710",4923
"100715",364
"100727",0
"100732",4843
"100736249",0
"100737",3745
"100740",12
"100756",1112
"100763",3427
"100764",247
"100775172",0
"100775173",0
"100775174",0
"100775175",0
"100775176",0
"100775177",0
"100846986",0
"100846987",0
"100855",2303
"100859931",6
"100859962",3
"100861471",0
"100861472",0
"100861473",0
"100861474",0
"100861475",0
"100861477",0
"100861478",0
"100861479",0
"100861480",0
"100861481",0
"100861482",0
"100861483",0
"100861484",0
"100861486",0
"100861487",0
"100861488",0
"100861489",0
"100861490",0
"100861491",0
"100861492",0
"100861493",0
"100861494",0
"100861495",0
"100861496",0
"100861497",0
"100861498",0
"100861499",0
"100861500",0
"100861501",0
"100861502",0
"100861503",0
"100861570",12
"100861571",0
"100861572",5
"100861598",0
"100861615",15
"100861618",0
"100861623",0
"100861640",0
"100861647",5
"100861651",3
"100861655",0
"100861663",4
"100861667",0
"100861668",33
"100861673",0
"100861679",0
"100861686",0
"100861691",0
"100861698",44
"100861702",0
"100861708",2
"100861719",0
"100861730",0
"100861743",0
"100861744",6
"100861749",0
"100861753",32
"100861755",0
"100861756",0
"100861794",0
"100861814",0
"100861817",0
"100861821",0
"100861839",0
"100861851",0
"100861861",0
"100861869",0
"100861870",5
"100861879",0
"100861880",0
"100861891",0
"100861899",0
"100861901",0
"100861906",0
"100861908",0
"100861909",0
"100861913",14
"100861966",0
"100861973",0
"100861977",28
"100861987",0
"100861998",3
"100862015",0
"100862025",0
"100862042",0
"100862059",0
"100862066",43
"100862067",0
"100862072",16
"100862075",0
"100862085",227
"100862088",0
"100862115",0
"100862118",0
"100862126",0
"100862177",7
"100862179",0
"100862180",0
"100862192",0
"100862202",0
"100862203",119
"100862206",23
"100862223",4
"100862242",0
"100862245",0
"100862247",78
"100862261",186
"100862268",14
"100862274",0
"100862314",0
"100862323",0
"100862326",0
"100862329",0
"100862345",0
"100862348",2
"100862349",8
"100862359",4
"100862360",0
"100862365",0
"100862366",0
"100862368",0
"100862369",0
"100862371",0
"100862375",912
"100862383",0
"100862388",0
"100862389",0
"100862394",0
"100862398",0
"100873092",1
"100873094",4
"100885823",0
"100885824",0
"100885825",0
"100885826",0
"100885827",0
"100885828",0
"100885829",0
"100885830",0
"100885831",0
"100885832",0
"100885833",0
"100885834",0
"100885835",0
"100885836",0
"100885837",0
"100885838",0
"100885839",0
"100885840",0
"100885841",0
"100885842",0
"100885843",1
"100885844",1
"100885845",0
"100900",127
"100910",961
"100929",332
"100952",70
"100972",1320
"100978",323
"100986",4447
"100996932",0
"100996933",0
"101023",401
"101055632",0
"101055656",11
"101055663",0
"101055670",7
"101055671",31
"101055672",0
"101055676",7
"101055693",0
"101055711",4
"101055721",0
"101055731",83
"101055744",0
"101055745",1
"101055749",0
"101055754",9
"101055758",0
"101055766",0
"101055769",0
"101055773",0
"101055782",0
"101055798",8
"101055806",0
"101055813",0
"101055840",81
"101055841",0
"101055843",0
"101055854",14
"101055862",0
"101055863",0
"101055864",0
"101055902",0
"101055907",140
"101055909",106
"101055912",0
"101055915",274
"101055939",0
"101055951",0
"101055956",0
"101055983",24
"101055987",0
"101055992",19
"101055993",0
"101056014",0
"101056015",5
"101056017",2
"101056029",504
"101056032",15
"101056047",30
"101056061",7
"101056065",12
"101056072",25
"101056073",0
"101056075",0
"101056084",2
"101056100",70
"101056136",0
"101056138",0
"101056149",1
"101056159",4
"101056169",0
"101056178",0
"101056194",0
"101056204",0
"101056205",18
"101056210",0
"101056219",0
"101056225",20
"101056229",0
"101056232",13
"101056236",0
"101056241",98
"101056408",7
"101095",387
"101100",189
"101113",505
"101118",488
"101122",103
"101142",396
"101148",1041
"101185",556
"101187",533
"101197",329
"101202",6
"101202683",0
"101202684",8
"101206",542
"101214",1406
"101240",634
"101243624",11
"101314",3007
"101320",3
"101351",929
"101358",644
"101359",57
"101401",137
"101434",1
"101437",754
"101447999",3
"101471",1423
"101476",2837
"101488",535
"101488143",726
"101488212",1
"101489",1203
"101490",3152
"101497",173
"101502",163
"101513",466
"101521",0
"101533",2
"101540",145
"101543",111
"101544",174
"101565",2170
"101568",593
"101592",474
"101602",28
"101604",101
"101612",302
"101613",25
"101631",275
"101669761",32
"101685",685
"101694",486
"101700",83
"101706",2354
"101739",1749
"101744",34
"101772",136
"101786",0
"101809",1107
"101831",92
"101835",125
"101861",915
"101867",285
"101869",606
"101883",68
"101943",2518
"101966",775
"101985",165
"101994",929
"102015",12
"102022",0
"102032",432
"102058",932
"102060",320
"102075",43
"102093",1525
"102098",1323
"102103",1232
"102115",232
"102122",742
"102124",117
"102132",2
"102141",1745
"102162",323
"102182",441
"102193",695
"102209",299
"102216269",0
"102216272",200
"102238433",2
"102247",2157
"102278",701
"102294",212
"102308570",0
"102323",886
"102334",1055
"102339",1336
"102371",19
"102414",888
"102423",729
"102436",23495
"102442",3412
"102443350",131
"102443351",0
"102448",139
"102462",252
"102465114",0
"102465148",0
"102465149",0
"102465150",0
"102465169",0
"102465170",0
"102465171",0
"102465172",0
"102465173",0
"102465174",0
"102465175",0
"102465176",0
"102465177",0
"102465178",0
"102465179",0
"102465180",0
"102465181",0
"102465182",0
"102465183",0
"102465184",0
"102465185",0
"102465186",0
"102465187",0
"102465188",0
"102465189",0
"102465190",0
"102465191",1
"102465192",0
"102465193",0
"102465194",0
"102465195",2
"102465196",0
"102465197",0
"102465198",0
"102465199",0
"102465200",0
"102465201",0
"102465202",0
"102465203",0
"102465204",0
"102465205",0
"102465206",0
"102465207",0
"102465208",0
"102465209",0
"102465210",0
"102465211",2
"102465212",0
"102465213",1
"102465214",0
"102465215",0
"102465216",3
"102465217",0
"102465218",1
"102465219",0
"102465220",0
"102465221",0
"102465222",0
"102465223",0
"102465224",0
"102465225",0
"102465226",0
"102465227",0
"102465228",0
"102465229",0
"102465230",0
"102465258",6
"102465309",0
"102465310",0
"102465311",0
"102465540",0
"102465541",0
"102465542",0
"102465543",0
"102465544",3
"102465545",0
"102465546",2
"102465547",0
"102465548",0
"102465549",0
"102465550",0
"102465551",0
"102465552",0
"102465553",0
"102465554",0
"102465555",0
"102465556",0
"102465557",0
"102465558",0
"102465559",0
"102465560",0
"102465561",0
"102465562",0
"102465563",0
"102465564",1
"102465565",0
"102465566",0
"102465567",0
"102465568",4
"102465569",0
"102465570",4
"102465571",0
"102465572",0
"102465573",0
"102465574",0
"102465575",0
"102465576",1
"102465577",0
"102465578",0
"102465579",0
"102465580",0
"102465581",0
"102465582",0
"102465583",0
"102465584",0
"102465585",0
"102465586",0
"102465587",0
"102465588",0
"102465589",0
"102465590",0
"102465591",0
"102465592",0
"102465593",11
"102465594",0
"102465595",0
"102465596",0
"102465597",0
"102465598",0
"102465599",2
"102465600",1
"102465601",1
"102465602",2
"102465603",1
"102465604",5
"102465605",0
"102465606",0
"102465607",0
"102465608",0
"102465609",0
"102465610",0
"102465611",1
"102465612",0
"102465613",1
"102465614",0
"102465615",0
"102465616",0
"102465617",0
"102465618",0
"102465619",0
"102465620",0
"102465621",2
"102465622",1
"102465623",1
"102465624",1
"102465625",0
"102465626",1
"102465627",3
"102465628",2
"102465629",0
"102465630",0
"102465631",0
"102465632",0
"102465633",0
"102465634",0
"102465635",1
"102465636",0
"102465637",15
"102465638",0
"102465639",0
"102465640",0
"102465641",4
"102465642",0
"102465643",0
"102465644",0
"102465645",0
"102465646",0
"102465647",0
"102465648",0
"102465649",0
"102465650",0
"102465651",1
"102465652",0
"102465653",2
"102465654",3
"102465655",0
"102465656",0
"102465657",0
"102465658",0
"102465659",0
"102465660",0
"102465661",0
"102465662",0
"102465663",0
"102465664",0
"102465670",2
"102465671",0
"102465672",0
"102465673",0
"102465697",0
"102465698",0
"102465699",0
"102465700",0
"102465701",0
"102465702",0
"102465703",14
"102465704",0
"102465705",0
"102465706",0
"102465707",0
"102465708",0
"102465709",0
"102465710",0
"102465711",0
"102465712",0
"102465713",0
"102465714",0
"102465715",0
"102465716",0
"102465755",0
"102465756",0
"102465757",0
"102465758",4
"102465759",5
"102465760",16
"102465761",0
"102465762",0
"102465763",0
"102465764",0
"102465765",0
"102465766",0
"102465767",0
"102465768",1
"102465769",0
"102465770",0
"102465771",1
"102465772",0
"102465773",0
"102465774",0
"102465775",0
"102465776",0
"102465777",0
"102465778",1
"102465779",0
"102465780",0
"102465781",0
"102465782",0
"102465783",0
"102465784",0
"102465785",0
"102465786",0
"102465787",0
"102465788",0
"102465789",0
"102465790",1
"102465791",3
"102465792",0
"102465883",0
"102465884",0
"102465885",0
"102465886",1
"102465887",1
"102465888",0
"102465889",0
"102465890",0
"102465891",0
"102465892",0
"102465893",1
"102465894",0
"102465895",3
"102465896",0
"102465897",0
"102465898",0
"102465899",0
"102465900",0
"102465901",0
"102465902",0
"102465903",0
"102465904",0
"102465905",0
"102465959",20730
"102465961",0
"102465962",0
"102465963",0
"102465964",0
"102465968",0
"102465979",0
"102465980",0
"102465981",0
"102465982",0
"102465983",0
"102465984",0
"102465987",0
"102465989",1
"102465990",0
"102465996",0
"102465997",0
"102466147",0
"102466151",0
"102466152",0
"102466153",1
"102466154",0
"102466155",0
"102466156",0
"102466157",0
"102466158",0
"102466159",0
"102466172",0
"102466206",0
"102466207",0
"102466208",0
"102466209",0
"102466210",1
"102466211",0
"102466212",0
"102466213",0
"102466214",2
"102466215",0
"102466216",3
"102466217",0
"102466218",0
"102466219",1
"102466220",0
"102466221",0
"102466228",0
"102466229",0
"102466236",0
"102466237",0
"102466238",0
"102466239",0
"102466240",0
"102466241",0
"102466254",0
"102466255",7
"102466256",1
"102466257",0
"102466258",0
"102466272",0
"102466619",0
"102466620",0
"102466627",2
"102466628",0
"102466629",0
"102466630",0
"102466631",0
"102466632",0
"102466633",0
"102466634",0
"102466635",0
"102466636",0
"102466637",0
"102466638",0
"102466639",4
"102466640",0
"102466641",0
"102466642",0
"102466643",0
"102466644",0
"102466645",0
"102466646",0
"102466647",0
"102466648",0
"102466649",0
"102466650",0
"102466676",0
"102466677",0
"102466760",0
"102466761",2
"102466762",0
"102466763",0
"102466764",1
"102466765",0
"102466766",0
"102466767",0
"102466768",0
"102466769",1
"102466770",0
"102466771",0
"102466772",0
"102466773",0
"102466774",0
"102466775",0
"102466776",1
"102466777",0
"102466778",0
"102466779",0
"102466780",0
"102466781",0
"102466782",0
"102466783",0
"102466784",0
"102466785",0
"102466786",0
"102466787",0
"102466788",1
"102466789",0
"102466790",0
"102466791",0
"102466792",0
"102466793",0
"102466794",0
"102466795",0
"102466796",0
"102466797",0
"102466798",1
"102466799",0
"102466800",0
"102466801",0
"102466802",0
"102466803",0
"102466804",0
"102466805",1
"102466808",0
"102466817",1
"102466818",0
"102466819",0
"102466820",0
"102466821",1
"102466822",0
"102466823",0
"102466824",0
"102466836",1
"102466838",0
"102466839",0
"102466840",0
"102466841",0
"102466842",1
"102466843",0
"102466844",0
"102466845",0
"102466846",0
"102466847",1
"102466848",0
"102466849",0
"102466881",0
"102466882",0
"102466883",0
"102466884",0
"102466885",0
"102466886",0
"102466887",0
"102466888",28
"102466907",0
"102466913",0
"102466914",0
"102466915",0
"102466969",0
"102466987",0
"102466988",1
"102466989",0
"102466990",0
"102466991",1
"102466992",0
"102466993",0
"102466996",0
"102466998",0
"102466999",0
"102467000",0
"102467006",0
"102467230",0
"102467231",0
"102467232",0
"102467233",0
"102467234",0
"102467235",0
"102467236",1
"102467237",0
"102467238",0
"102467239",0
"102467240",0
"102467241",0
"102467242",0
"102467243",0
"102467244",0
"102467245",0
"102467246",0
"102467247",0
"102467248",0
"102467249",0
"102467250",0
"102467251",0
"102467252",0
"102467253",3
"102467254",0
"102467255",0
"102467256",0
"102467257",2
"102467258",0
"102467259",0
"102467260",0
"102467261",0
"102467262",0
"102467263",0
"102467265",0
"102467266",0
"102467268",0
"102467269",0
"102467270",0
"102467271",0
"102467272",0
"102467273",0
"102467274",0
"102467275",0
"102467276",0
"102467277",0
"102467278",0
"102467279",0
"102467280",0
"102467281",0
"102467282",0
"102467283",0
"102467284",0
"102467285",0
"102467286",0
"102467287",0
"102467288",1
"102467289",0
"102467290",0
"102467291",1
"102467292",0
"102467293",0
"102467294",0
"102467296",0
"102467299",1
"102467300",0
"102467301",0
"102467302",0
"102467303",0
"102467304",0
"102467305",0
"102467307",0
"102467308",0
"102467309",0
"102467310",0
"102467311",1
"102467312",0
"102467313",0
"102467314",0
"102467315",0
"102467316",0
"102467317",0
"102467318",0
"102467319",0
"102467320",0
"102467321",0
"102467322",0
"102467323",0
"102467324",0
"102467327",0
"102467328",0
"102467330",0
"102467331",0
"102467332",0
"102467333",0
"102467334",1
"102467335",0
"102467336",0
"102467337",1
"102467338",0
"102467339",0
"102467340",2
"102467341",0
"102467342",0
"102467343",0
"102467344",0
"102467345",0
"102467346",0
"102467347",0
"102467348",0
"102467349",0
"102467350",0
"102467351",0
"102467352",0
"102467353",0
"102467355",0
"102467356",0
"102467357",0
"102467358",0
"102467359",0
"102467360",0
"102467361",0
"102467362",0
"102467363",0
"102467364",0
"102467365",0
"102467366",0
"102467367",0
"102467370",0
"102467371",0
"102467372",0
"102467374",0
"102467375",0
"102467376",0
"102467377",8
"102467378",0
"102467379",0
"102467380",0
"102467381",0
"102467382",0
"102467384",0
"102467386",0
"102467387",0
"102467388",0
"102467389",0
"102467390",0
"102467391",5
"102467392",0
"102467393",1
"102467394",7
"102467395",0
"102467396",0
"102467397",0
"102467398",0
"102467399",0
"102467400",0
"102467401",0
"102467402",1
"102467403",0
"102467404",0
"102467405",0
"102467406",0
"102467407",0
"102467409",0
"102467411",0
"102467412",0
"102467413",0
"102467414",0
"102467415",0
"102467417",0
"102467418",0
"102467419",0
"102467420",0
"102467421",0
"102467422",0
"102467424",0
"102467425",0
"102467426",0
"102467428",0
"102467429",0
"102467430",0
"102467431",0
"102467433",2
"102467434",0
"102467435",0
"102467436",0
"102467437",0
"102467438",0
"102467440",0
"102467441",0
"102467442",0
"102467443",3
"102467444",0
"102467445",0
"102467446",0
"102467451",0
"102467452",1
"102467453",0
"102467454",0
"102467455",0
"102467456",0
"102467457",0
"102467458",0
"102467459",0
"102467460",0
"102467461",0
"102467462",0
"102467463",0
"102467464",6
"102467465",0
"102467466",1
"102467467",0
"102467468",0
"102467469",1
"102467470",0
"102467471",1
"102467472",0
"102467474",0
"102467475",0
"102467476",0
"102467477",0
"102467478",0
"102467479",0
"102467481",0
"102467482",0
"102467483",1
"102467486",0
"102467487",0
"102467488",0
"102467489",0
"102467490",0
"102467491",0
"102467492",0
"102467493",0
"102467494",0
"102467495",0
"102467496",0
"102467497",0
"102467498",0
"102467499",0
"102467500",0
"102467501",0
"102467502",0
"102467503",0
"102467504",0
"102467505",0
"102467506",0
"102467507",0
"102467508",0
"102467509",0
"102467510",0
"102467511",0
"102467512",0
"102467514",0
"102467515",0
"102467516",0
"102467518",0
"102467519",0
"102467520",0
"102467521",0
"102467522",0
"102467523",0
"102467524",1
"102467525",0
"102467526",1
"102467527",0
"102467528",0
"102467529",0
"102467530",0
"102467531",0
"102467532",0
"102467533",0
"102467534",0
"102467535",0
"102467536",0
"102467537",0
"102467539",0
"102467541",0
"102467542",1
"102467543",0
"102467544",0
"102467548",0
"102467550",0
"102467551",0
"102467552",0
"102467553",0
"102467554",0
"102467555",0
"102467556",0
"102467557",0
"102467559",0
"102467563",0
"102467564",0
"102467565",0
"102467566",0
"102467567",0
"102467568",0
"102467570",0
"102467571",0
"102467572",0
"102467575",0
"102467578",0
"102467579",0
"102467582",0
"102467583",0
"102467585",0
"102467586",0
"102467587",0
